,control_normal,test_effect_normal,test_no_effect,test_uniform,test_exponential
0,1.0863507532121865,11.014959941691442,-0.8356539190938713,0.027820221968503756,0.01339219295993796
1,0.9807597853735143,11.080068860662077,1.3714780009562038,0.3078943605701292,0.6394571711238235
2,-0.7085915687395361,10.994308023882686,-0.47904236164354486,0.3824408219688634,1.5025831844781563
3,-0.3675803745868931,10.577994322504448,-0.2995188278758417,0.6726034481102546,0.044398924653837935
4,0.9877631930226755,8.538630749639301,0.9400859131628514,0.5520870395072929,1.1612091878357735
5,-1.6139938497176918,10.507133648881045,-1.372344888127664,0.15036666182905656,3.076979937987416
6,0.9119906229255421,11.353710326158353,0.32664459063945717,0.7929443003762492,0.25598423197770914
7,0.9815541412552652,9.979178919840633,1.2749966278724525,0.438036231936325,1.6757843285750766
8,0.7507435282023752,9.357413825647436,-0.14940640419182288,0.3444350186190138,0.6411945667024386
9,0.20797010237877273,11.15789531806915,0.5455367009484596,0.8412935801443849,0.7957501946358279
10,0.1732989773911244,9.30664279409432,-0.2746201261963322,0.33147197168907405,0.48649183189680123
11,0.9303091625846923,11.160053872433323,-1.4847832225417874,0.9021119709764186,1.7977775073952902
12,0.5455363914098633,8.87401441266148,-0.60832483395798,0.7577990144147105,0.24026522917569243
13,-0.8595294911999144,9.396444074970404,0.5497058560709009,0.020887358784812515,1.185817615703918
14,-0.11360672545119478,11.249087203879384,0.5780777500844742,0.30904406890653346,0.7078755868212135
15,-0.28763749139206735,11.1205167783575,-0.935334101463171,0.558207449113902,0.62670237923071
16,0.37045372940850757,10.1833547970099,-0.38012576095718964,0.4215171415851786,5.843085984009146
17,0.6518909324793685,9.794035443607708,0.02131164660115407,0.27062970401340636,0.07518308874340601
18,-0.5065309411443225,9.062024757155806,-0.14912480599720235,0.3167729678943443,3.2144798888548323
19,-1.752723490398234,10.079617480126167,0.8304034759202574,0.04948547227801581,2.4330890663973705
20,0.37018852141024067,11.688340388612646,-1.4793498334735948,0.11419185203470072,0.08764294336412323
21,0.06394554294396917,10.616817799644192,0.8749468966601192,0.584879313411881,0.27899250207123716
22,1.5015988656762373,7.656036599811249,-0.5491574114645107,0.03908585640891993,2.135517612350871
